utilisateur_id,item_id,note
58,157,4.3
58,158,3.1
58,159,4.7
58,160,2.6
58,161,4.4
58,162,3.2
58,163,4.6
58,164,3.9
58,165,4.2
59,120,4.1
59,121,3.5
59,122,4.4
59,123,2.8
59,124,4.6
59,125,3.3
59,126,4.2
59,127,3.9
59,128,2.7
59,129,4.3
59,130,3.7
59,131,4.5
59,132,3.2
59,133,4.8
59,134,2.9
59,135,4.1
59,136,3.4
59,137,4.7
59,138,3.8
59,139,2.6
59,140,4.4
59,141,3.1
59,142,4.6
59,143,3.5
59,144,4.2
59,145,2.8
59,146,4.3
59,147,3.6
59,148,4.5
59,149,3.9
59,150,2.5
59,151,4.7
59,152,3.2
59,153,4.4
59,154,3.8
59,155,4.1
59,156,2.9
59,157,4.6
59,158,3.4
59,159,4.2
59,160,3.7
59,161,2.6
59,162,4.5
59,163,3.3
59,164,4.8
59,165,3.1
59,166,4.3
60,121,3.8
60,122,4.2
60,123,2.9
60,124,4.5
60,125,3.4
60,126,4.1
60,127,3.7
60,128,2.6
60,129,4.3
60,130,3.2
60,131,4.6
60,132,3.9
60,133,2.8
60,134,4.4
60,135,3.5
60,136,4.7
60,137,3.1
60,138,4.2
60,139,2.7
60,140,4.8
60,141,3.6
60,142,4.3
60,143,3.3
60,144,4.6
60,145,2.9
60,146,4.1
60,147,3.8
60,148,4.5
60,149,3.2
60,150,2.5
60,151,4.4
60,152,3.7
60,153,4.7
60,154,3.9
60,155,4.2
60,156,2.8
60,157,4.3
60,158,3.1
60,159,4.6
60,160,3.5
60,161,4.8
60,162,2.7
60,163,4.1
60,164,3.4
60,165,4.5
60,166,3.8
60,167,4.2
61,121,4.5
61,122,3.1
61,123,4.7
61,124,2.8
61,125,4.2
61,126,3.6
61,127,4.4
61,128,3.3
61,129,2.9
61,130,4.3
61,131,3.8
61,132,4.1
61,133,3.4
61,134,4.6
61,135,2.7
61,136,4.5
61,137,3.2
61,138,4.8
61,139,3.5
61,140,2.6
61,141,4.1
61,142,3.9
61,143,4.3
61,144,3.7
61,145,4.4
61,146,2.8
61,147,4.6
61,148,3.1
61,149,4.2
61,150,3.8
61,151,2.5
61,152,4.4
61,153,3.3
61,154,4.7
61,155,3.6
61,156,4.1
61,157,2.9
61,158,4.5
61,159,3.4
61,160,4.3
61,161,3.2
61,162,4.8
61,163,2.7
61,164,4.2
61,165,3.9
61,166,4.6
61,167,3.5
61,168,4.1
62,122,2.9
62,123,4.3
62,124,3.7
62,125,4.5
62,126,3.2
62,127,4.1
62,128,3.9
62,129,2.6
62,130,4.4
62,131,3.4
62,132,4.6
62,133,3.1
62,134,2.8
62,135,4.2
62,136,3.8
62,137,4.7
62,138,3.3
62,139,4.5
62,140,2.7
62,141,4.1
62,142,3.6
62,143,4.3
62,144,3.5
62,145,2.9
62,146,4.6
62,147,3.2
62,148,4.4
62,149,3.9
62,150,4.8
62,151,2.5
62,152,4.2
62,153,3.7
62,154,4.1
62,155,3.4
62,156,2.8
62,157,4.5
62,158,3.8
62,159,4.3
62,160,3.1
62,161,4.7
62,162,2.6
62,163,4.4
62,164,3.2
62,165,4.6
62,166,3.9
62,167,2.9
62,168,4.2
62,169,3.5
63,122,4.1
63,123,3.4
63,124,4.4
63,125,2.8
63,126,4.6
63,127,3.3
63,128,4.2
63,129,3.9
63,130,2.7
63,131,4.3
63,132,3.7
63,133,4.5
63,134,3.2
63,135,4.8
63,136,2.9
63,137,4.1
63,138,3.5
63,139,4.7
63,140,3.8
63,141,2.6
63,142,4.4
63,143,3.1
63,144,4.6
63,145,3.4
63,146,4.2
63,147,2.8
63,148,4.3
63,149,3.6
63,150,4.5
63,151,3.9
63,152,2.5
63,153,4.7
63,154,3.2
63,155,4.4
63,156,3.8
63,157,4.1
63,158,2.9
63,159,4.6
63,160,3.4
63,161,4.2
63,162,3.7
63,163,2.6
63,164,4.5
63,165,3.3
63,166,4.8
63,167,3.1
63,168,4.3
63,169,3.9
63,170,4.6
64,123,3.8
64,124,4.2
64,125,2.9
64,126,4.5
64,127,3.4
64,128,4.1
64,129,3.7
64,130,2.6
64,131,4.3
64,132,3.2
64,133,4.6
64,134,3.9
64,135,2.8
64,136,4.4
64,137,3.5
64,138,4.7
64,139,3.1
